,idade,renda,propriedadeCasa,tempoEmpregado,intensao,grau,valor,taxaJuros
358,25,175000,ALUGUEL,2.0,PERSONAL,A,25000,8.9
359,22,16200,PRÓPRIO,6.0,PERSONAL,B,2000,12.42
360,24,185000,ALUGUEL,7.0,MELHORIA DE CASA,C,25000,12.68
361,25,162000,ALUGUEL,9.0,PERSONAL,C,25000,11.03
362,26,161000,ALUGUEL,10.0,OUTRO,A,30000,7.9
363,22,160000,HIPOTECA,0.0,MÉDICO,B,35000,10.65
364,25,225000,ALUGUEL,5.0,OUTRO,B,25000,11.86
365,25,16400,PRÓPRIO,1.0,PERSONAL,A,5000,8.94
366,23,16500,PRÓPRIO,6.0,OUTRO,B,4375,9.63
367,25,49500,ALUGUEL,6.0,PERSONAL,C,24750,14.22
368,23,60000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,24750,9.33
369,24,84200,ALUGUEL,8.0,MÉDICO,C,24500,13.85
370,22,16800,HIPOTECA,5.0,EDUCAÇÃO,B,2000,10.65
371,24,92000,ALUGUEL,8.0,MÉDICO,B,24500,11.46
372,23,160000,HIPOTECA,5.0,PERSONAL,A,35000,7.66
373,24,160000,HIPOTECA,9.0,OUTRO,E,12000,16.77
374,25,160000,HIPOTECA,1.0,PERSONAL,B,12000,9.63
375,26,160000,ALUGUEL,6.0,PERSONAL,C,25000,12.23
376,25,125800,HIPOTECA,0.0,MÉDICO,D,10000,14.09
377,25,54000,ALUGUEL,2.0,PERSONAL,C,24250,13.98
378,23,62500,ALUGUEL,1.0,EDUCAÇÃO,B,24250,10.62
379,24,16800,HIPOTECA,,CONSOLIDAÇÃO DE DÍVIDAS,A,3900,
380,25,68400,ALUGUEL,9.0,PERSONAL,E,24250,17.56
381,26,56045,ALUGUEL,1.0,MÉDICO,D,24250,14.96
382,22,74000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,D,24250,15.65
383,24,65453,ALUGUEL,9.0,MÉDICO,D,24250,15.7
384,24,89908,ALUGUEL,1.0,OUTRO,B,24250,12.53
385,26,78000,ALUGUEL,0.0,MELHORIA DE CASA,E,24250,17.56
386,23,100000,ALUGUEL,0.0,PERSONAL,C,24250,12.87
387,23,103000,ALUGUEL,6.0,PERSONAL,D,24250,15.7
388,25,160000,HIPOTECA,2.0,EDUCAÇÃO,A,9000,
389,25,160000,PRÓPRIO,5.0,OUTRO,B,15000,11.14
390,24,160000,HIPOTECA,3.0,OUTRO,D,20000,16.0
391,23,160000,HIPOTECA,2.0,EDUCAÇÃO,D,25000,15.65
392,26,160000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,13750,
393,21,160000,HIPOTECA,3.0,OUTRO,D,15250,15.31
394,25,160000,HIPOTECA,3.0,OUTRO,C,20000,13.47
395,22,16800,HIPOTECA,0.0,MELHORIA DE CASA,C,4750,13.85
396,25,111996,ALUGUEL,9.0,PERSONAL,D,24250,
397,21,16800,HIPOTECA,0.0,OUTRO,B,6000,10.39
398,25,115200,ALUGUEL,0.0,MELHORIA DE CASA,B,24250,11.36
399,23,144000,ALUGUEL,0.0,EDUCAÇÃO,B,24250,11.83
400,23,287000,ALUGUEL,3.0,EDUCAÇÃO,B,24250,12.53
401,22,108000,ALUGUEL,1.0,MELHORIA DE CASA,D,24150,14.96
402,22,43000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,C,24000,13.85
403,23,47004,ALUGUEL,1.0,OUTRO,B,24000,11.58
404,24,48000,ALUGUEL,4.0,OUTRO,D,24000,16.29
405,26,48000,ALUGUEL,4.0,MÉDICO,A,24000,
406,21,44964,ALUGUEL,2.0,EDUCAÇÃO,D,24000,16.29
407,25,52000,ALUGUEL,,PERSONAL,B,24000,10.74
408,22,17352,HIPOTECA,,EDUCAÇÃO,C,2250,15.27
409,24,47000,ALUGUEL,3.0,PERSONAL,F,24000,17.8
410,22,17400,HIPOTECA,6.0,OUTRO,B,1000,11.36
411,22,49000,ALUGUEL,2.0,MÉDICO,E,24000,17.56
412,26,60000,ALUGUEL,0.0,PERSONAL,A,24000,7.9
413,25,60000,ALUGUEL,3.0,PERSONAL,B,24000,10.99
414,22,60000,ALUGUEL,0.0,PERSONAL,A,24000,7.29
415,21,60000,ALUGUEL,5.0,MÉDICO,B,24000,10.75
416,26,62004,ALUGUEL,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,24000,7.9
417,22,62400,ALUGUEL,3.0,EDUCAÇÃO,D,24000,14.84
418,26,65000,ALUGUEL,10.0,CONSOLIDAÇÃO DE DÍVIDAS,A,24000,
419,22,17760,HIPOTECA,6.0,EDUCAÇÃO,C,4975,
420,23,59000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,E,24000,19.69
421,23,66000,ALUGUEL,6.0,OUTRO,A,24000,
422,24,60000,ALUGUEL,0.0,OUTRO,D,24000,14.96
423,25,66143,ALUGUEL,9.0,EDUCAÇÃO,A,24000,6.99
424,22,62250,ALUGUEL,3.0,PERSONAL,E,24000,16.45
425,24,70000,ALUGUEL,8.0,EDUCAÇÃO,B,24000,10.99
426,23,74000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,24000,10.99
427,22,18000,PRÓPRIO,3.0,PERSONAL,A,3000,7.9
428,22,75000,ALUGUEL,6.0,EDUCAÇÃO,B,24000,12.69
429,24,75000,ALUGUEL,9.0,MÉDICO,B,24000,10.37
430,24,75000,ALUGUEL,7.0,MELHORIA DE CASA,C,24000,
431,26,69000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,F,24000,15.83
432,23,78000,ALUGUEL,4.0,PERSONAL,C,24000,13.92
433,22,18000,PRÓPRIO,,OUTRO,B,2000,11.49
434,24,80000,ALUGUEL,2.0,MÉDICO,B,24000,10.25
435,22,18000,PRÓPRIO,1.0,MELHORIA DE CASA,A,3500,7.49
436,23,18000,PRÓPRIO,3.0,EDUCAÇÃO,A,4000,5.99
437,23,74700,ALUGUEL,6.0,PERSONAL,D,24000,12.92
438,26,88596,ALUGUEL,3.0,PERSONAL,B,24000,11.58
439,25,95000,ALUGUEL,4.0,EDUCAÇÃO,A,24000,8.9
440,22,83000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,E,24000,19.69
441,25,95000,ALUGUEL,9.0,OUTRO,A,24000,6.54
442,21,18000,PRÓPRIO,3.0,MELHORIA DE CASA,D,4900,14.54
443,21,18000,PRÓPRIO,,EDUCAÇÃO,B,5000,11.11
444,26,100000,ALUGUEL,5.0,PERSONAL,C,24000,12.73
445,24,110000,ALUGUEL,7.0,OUTRO,D,24000,15.62
446,24,18000,PRÓPRIO,0.0,MELHORIA DE CASA,A,6250,6.54
447,22,98000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,F,24000,
448,26,103872,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,G,24000,20.03
449,22,120000,ALUGUEL,4.0,EDUCAÇÃO,B,24000,9.91
450,24,120000,ALUGUEL,1.0,OUTRO,B,24000,12.69
451,26,108000,ALUGUEL,9.0,EDUCAÇÃO,G,24000,20.16
452,24,124080,ALUGUEL,4.0,PERSONAL,D,24000,16.49
453,23,18000,HIPOTECA,1.0,MÉDICO,D,2500,15.95
454,24,130000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,24000,11.49
455,25,135000,ALUGUEL,8.0,PERSONAL,B,24000,10.99
456,24,135000,ALUGUEL,4.0,MELHORIA DE CASA,C,24000,13.79
457,23,114750,ALUGUEL,2.0,MÉDICO,G,24000,20.03
458,23,150000,ALUGUEL,0.0,EDUCAÇÃO,A,24000,7.49
459,23,138000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,D,24000,16.0
460,24,18000,PRÓPRIO,6.0,PERSONAL,A,13000,7.88
461,21,18000,PRÓPRIO,0.0,OUTRO,B,6250,10.62
462,26,155000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,24000,10.99
463,26,148000,ALUGUEL,1.0,EDUCAÇÃO,F,24000,18.3
464,26,170000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,24000,
465,21,18000,PRÓPRIO,1.0,PERSONAL,B,2500,11.36
466,24,43896,ALUGUEL,8.0,MELHORIA DE CASA,B,23975,
467,23,120000,ALUGUEL,4.0,MÉDICO,C,23750,13.47
468,24,54996,ALUGUEL,2.0,PERSONAL,B,23600,11.89
469,24,18000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,12.18
470,25,102000,ALUGUEL,9.0,CONSOLIDAÇÃO DE DÍVIDAS,C,23600,13.49
471,23,75000,ALUGUEL,3.0,PERSONAL,E,23575,14.5
472,22,18000,PRÓPRIO,2.0,MÉDICO,C,4000,
473,22,18000,PRÓPRIO,1.0,MÉDICO,D,5400,15.31
474,25,18000,HIPOTECA,1.0,MÉDICO,B,4000,
475,21,18000,PRÓPRIO,5.0,OUTRO,B,3375,
476,22,66960,ALUGUEL,1.0,OUTRO,A,23400,7.49
477,22,43385,ALUGUEL,7.0,PERSONAL,C,23000,
478,25,56544,ALUGUEL,3.0,EDUCAÇÃO,B,23000,
479,23,60000,ALUGUEL,2.0,OUTRO,B,23000,12.18
480,24,18000,HIPOTECA,3.0,OUTRO,C,1200,11.34
481,25,63208,ALUGUEL,9.0,EDUCAÇÃO,B,23000,9.91
482,24,65000,ALUGUEL,0.0,MELHORIA DE CASA,B,23000,11.99
483,23,68000,ALUGUEL,7.0,EDUCAÇÃO,B,23000,9.62
484,22,18000,PRÓPRIO,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,3000,9.96
485,25,80000,ALUGUEL,9.0,OUTRO,C,23000,
486,24,88000,ALUGUEL,1.0,OUTRO,D,23000,14.54
487,22,58600,ALUGUEL,5.0,MÉDICO,B,22750,11.36
488,23,70000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,C,22500,14.27
489,24,18287,PRÓPRIO,3.0,MELHORIA DE CASA,B,3000,11.99
490,26,69846,ALUGUEL,2.0,EDUCAÇÃO,F,22500,18.99
491,24,73000,ALUGUEL,0.0,OUTRO,E,22400,16.7
492,24,18500,HIPOTECA,8.0,PERSONAL,A,5000,9.32
493,23,35000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,22250,12.69
494,25,43000,ALUGUEL,9.0,MELHORIA DE CASA,C,22000,13.11
495,25,52000,ALUGUEL,4.0,PERSONAL,B,22000,10.74
496,21,18701,HIPOTECA,0.0,PERSONAL,D,4200,14.11
497,22,57000,ALUGUEL,6.0,EDUCAÇÃO,B,22000,9.63
498,25,58000,ALUGUEL,0.0,MÉDICO,C,22000,14.65
499,23,60000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,22000,10.25
500,24,60000,ALUGUEL,3.0,OUTRO,C,22000,14.26
501,25,18840,HIPOTECA,5.0,EDUCAÇÃO,B,3000,9.91
502,26,56000,ALUGUEL,7.0,MÉDICO,E,22000,17.19
503,22,70000,ALUGUEL,3.0,EDUCAÇÃO,B,22000,11.36
504,22,66000,ALUGUEL,1.0,EDUCAÇÃO,F,22000,
505,23,74064,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,22000,10.59
506,24,76597,ALUGUEL,5.0,EDUCAÇÃO,B,22000,9.25
507,22,19000,PRÓPRIO,6.0,MÉDICO,A,3625,8.49
508,26,77000,ALUGUEL,0.0,OUTRO,A,22000,6.54
509,21,19000,PRÓPRIO,5.0,MÉDICO,A,6000,8.49
510,24,80000,ALUGUEL,0.0,MÉDICO,A,22000,
511,26,82600,ALUGUEL,10.0,OUTRO,B,22000,12.69
512,24,19000,PRÓPRIO,3.0,MÉDICO,C,7400,13.85
513,25,19000,PRÓPRIO,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4000,7.4
514,23,84000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,22000,11.71
515,25,77650,ALUGUEL,8.0,PERSONAL,B,22000,11.48
516,25,82000,ALUGUEL,1.0,EDUCAÇÃO,E,22000,17.51
517,21,19012,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,D,3500,14.61
518,23,99996,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,22000,7.88
519,23,110000,ALUGUEL,0.0,PERSONAL,B,22000,
520,22,19200,HIPOTECA,6.0,PERSONAL,B,4950,11.71
521,25,57000,ALUGUEL,4.0,PERSONAL,B,21700,11.99
522,24,54000,ALUGUEL,5.0,OUTRO,C,21600,13.49
523,23,56000,ALUGUEL,8.0,MÉDICO,G,21600,21.21
524,26,63000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,C,21600,14.35
525,22,82000,ALUGUEL,3.0,PERSONAL,C,21600,13.61
526,22,78000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,21600,11.26
527,22,19200,PRÓPRIO,0.0,OUTRO,B,2400,10.59
528,24,112140,ALUGUEL,8.0,MÉDICO,A,21600,7.9
529,24,19200,HIPOTECA,,MELHORIA DE CASA,A,7000,5.99
530,25,19200,PRÓPRIO,4.0,EDUCAÇÃO,B,3000,11.99
531,24,59000,ALUGUEL,5.0,MÉDICO,D,21500,16.89
532,24,70000,ALUGUEL,5.0,MELHORIA DE CASA,B,21500,9.99
533,24,116000,ALUGUEL,5.0,EDUCAÇÃO,D,21500,15.33
534,25,60000,ALUGUEL,5.0,EDUCAÇÃO,A,21450,7.29
535,22,31000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,21250,12.42
536,25,47052,ALUGUEL,5.0,OUTRO,B,21250,10.99
537,25,51060,ALUGUEL,9.0,OUTRO,A,21250,6.91
538,22,19200,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,5000,14.17
539,22,53000,ALUGUEL,3.0,MÉDICO,B,21250,10.25
540,26,19200,PRÓPRIO,0.0,EDUCAÇÃO,B,9250,
541,24,56000,ALUGUEL,8.0,OUTRO,D,21250,15.95
542,24,65000,ALUGUEL,4.0,EDUCAÇÃO,D,21250,15.95
543,21,35000,ALUGUEL,3.0,OUTRO,B,21000,12.53
544,22,19200,HIPOTECA,6.0,MELHORIA DE CASA,D,1400,14.91
545,23,19200,HIPOTECA,7.0,MÉDICO,A,3000,
546,26,40000,ALUGUEL,3.0,MÉDICO,A,21000,6.54
547,25,19200,PRÓPRIO,2.0,OUTRO,B,1000,
548,26,42000,ALUGUEL,0.0,MÉDICO,F,21000,17.26
549,23,63000,ALUGUEL,2.0,MÉDICO,B,21000,11.36
550,26,19200,HIPOTECA,5.0,OUTRO,A,4000,7.51
551,22,59000,ALUGUEL,2.0,PERSONAL,B,21000,10.71
552,22,70500,ALUGUEL,3.0,PERSONAL,C,21000,13.98
553,26,65219,ALUGUEL,11.0,CONSOLIDAÇÃO DE DÍVIDAS,D,21000,14.09
554,22,75000,ALUGUEL,2.0,EDUCAÇÃO,B,21000,10.0
555,22,19200,HIPOTECA,3.0,MÉDICO,D,5000,15.33
556,25,62047,ALUGUEL,9.0,MÉDICO,E,21000,16.32
557,24,79000,ALUGUEL,8.0,MELHORIA DE CASA,A,21000,7.9
558,23,80000,ALUGUEL,3.0,MÉDICO,B,21000,11.99
559,24,84000,ALUGUEL,8.0,MÉDICO,B,21000,10.75
560,26,85000,ALUGUEL,3.0,MELHORIA DE CASA,C,21000,13.92
561,22,93000,ALUGUEL,1.0,EDUCAÇÃO,B,21000,9.91
562,26,81000,ALUGUEL,10.0,EDUCAÇÃO,E,21000,16.95
563,26,97000,ALUGUEL,1.0,EDUCAÇÃO,A,21000,7.9
564,26,97000,ALUGUEL,3.0,EDUCAÇÃO,C,21000,
565,25,100000,ALUGUEL,2.0,PERSONAL,D,21000,16.49
566,26,19200,OUTROS,0.0,PERSONAL,C,7500,11.97
567,21,19253,HIPOTECA,,CONSOLIDAÇÃO DE DÍVIDAS,A,6250,6.17
568,26,125000,ALUGUEL,5.0,MELHORIA DE CASA,A,21000,8.9
569,25,125000,ALUGUEL,9.0,EDUCAÇÃO,C,21000,12.99
570,23,82000,ALUGUEL,2.0,PERSONAL,B,20900,12.69
571,21,19500,HIPOTECA,0.0,EDUCAÇÃO,B,15000,9.64
572,26,50000,ALUGUEL,7.0,OUTRO,A,20500,7.49
573,23,70000,ALUGUEL,2.0,EDUCAÇÃO,C,20500,13.16
574,22,19800,PRÓPRIO,1.0,EDUCAÇÃO,A,2100,8.38
575,123,80004,ALUGUEL,2.0,EDUCAÇÃO,B,20400,10.25
576,23,54000,ALUGUEL,7.0,PERSONAL,A,20375,7.49
577,26,26000,ALUGUEL,10.0,EDUCAÇÃO,B,20050,9.76
578,24,33000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,20000,10.99
579,23,20000,PRÓPRIO,0.0,PERSONAL,B,5000,11.71
580,22,20000,PRÓPRIO,6.0,PERSONAL,B,9250,10.65
581,24,35364,ALUGUEL,1.0,MÉDICO,B,20000,12.53
582,25,38000,ALUGUEL,4.0,MÉDICO,D,20000,14.59
583,23,32000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,D,20000,12.61
584,25,38004,ALUGUEL,6.0,MÉDICO,C,20000,13.11
585,23,20000,HIPOTECA,2.0,MÉDICO,B,6400,10.65
586,25,38556,ALUGUEL,9.0,PERSONAL,C,20000,11.22
587,23,32900,ALUGUEL,1.0,EDUCAÇÃO,D,20000,16.0
588,25,34000,ALUGUEL,10.0,MELHORIA DE CASA,B,20000,8.88
589,24,40000,ALUGUEL,4.0,PERSONAL,B,20000,12.53
590,21,36000,ALUGUEL,5.0,MÉDICO,D,20000,
591,26,20000,HIPOTECA,5.0,MÉDICO,A,4800,5.99
592,25,42000,ALUGUEL,2.0,EDUCAÇÃO,C,20000,13.47
593,22,42224,ALUGUEL,7.0,OUTRO,A,20000,6.99
594,25,20000,PRÓPRIO,0.0,PERSONAL,D,5650,15.99
595,23,20000,HIPOTECA,7.0,EDUCAÇÃO,C,3625,
596,22,37212,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,E,20000,16.69
597,25,38000,ALUGUEL,9.0,MÉDICO,B,20000,11.11
598,22,45000,ALUGUEL,0.0,EDUCAÇÃO,A,20000,7.9
599,23,45000,ALUGUEL,4.0,PERSONAL,B,20000,10.25
600,24,45000,ALUGUEL,8.0,MÉDICO,E,20000,
601,23,20000,PRÓPRIO,7.0,MÉDICO,A,1200,7.49
602,22,45000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,C,20000,13.92
603,24,39000,ALUGUEL,5.0,MÉDICO,D,20000,14.74
604,24,46500,ALUGUEL,5.0,EDUCAÇÃO,B,20000,10.62
605,22,48000,ALUGUEL,7.0,OUTRO,B,20000,10.65
606,22,42000,ALUGUEL,1.0,PERSONAL,D,20000,12.99
607,22,48500,ALUGUEL,1.0,OUTRO,B,20000,11.36
608,22,20000,PRÓPRIO,3.0,EDUCAÇÃO,A,7500,5.79
609,23,49400,ALUGUEL,0.0,EDUCAÇÃO,A,20000,6.54
610,25,20000,HIPOTECA,1.0,OUTRO,A,4000,5.79
611,25,50000,ALUGUEL,10.0,CONSOLIDAÇÃO DE DÍVIDAS,A,20000,7.49
612,25,50000,ALUGUEL,9.0,EDUCAÇÃO,C,20000,13.43
613,22,50000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,20000,13.22
614,22,20000,PRÓPRIO,1.0,OUTRO,C,5000,14.72
615,22,44000,ALUGUEL,2.0,EDUCAÇÃO,E,20000,15.68
616,24,50866,ALUGUEL,6.0,MÉDICO,B,20000,
617,25,50950,ALUGUEL,5.0,MELHORIA DE CASA,B,20000,11.48
618,24,51000,ALUGUEL,8.0,OUTRO,B,20000,10.38
619,22,51000,ALUGUEL,5.0,EDUCAÇÃO,B,20000,12.53
620,22,51000,ALUGUEL,0.0,EDUCAÇÃO,C,20000,13.47
621,24,51500,ALUGUEL,6.0,OUTRO,B,20000,12.21
622,25,51996,ALUGUEL,9.0,OUTRO,B,20000,10.99
623,25,52000,ALUGUEL,1.0,EDUCAÇÃO,B,20000,11.36
624,22,46000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,D,20000,16.0
625,26,20000,HIPOTECA,1.0,PERSONAL,A,1500,7.74
626,24,52000,ALUGUEL,8.0,EDUCAÇÃO,D,20000,15.65
627,25,46000,ALUGUEL,9.0,CONSOLIDAÇÃO DE DÍVIDAS,C,20000,11.78
628,24,52559,ALUGUEL,9.0,MELHORIA DE CASA,B,20000,
629,22,47000,ALUGUEL,5.0,MÉDICO,D,20000,16.77
630,22,54000,ALUGUEL,2.0,EDUCAÇÃO,B,20000,9.91
631,23,48000,ALUGUEL,7.0,MÉDICO,D,20000,15.65
632,23,48000,ALUGUEL,0.0,MÉDICO,D,20000,14.96
633,23,54000,ALUGUEL,1.0,OUTRO,B,20000,11.83
634,24,48912,ALUGUEL,0.0,MÉDICO,C,20000,11.66
635,26,54996,ALUGUEL,8.0,EDUCAÇÃO,B,20000,12.18
636,24,55000,ALUGUEL,8.0,MELHORIA DE CASA,A,20000,6.91
637,25,55000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,20000,6.91
638,26,49000,ALUGUEL,0.0,MELHORIA DE CASA,F,20000,19.79
639,25,55000,ALUGUEL,0.0,OUTRO,B,20000,9.88
640,22,20000,HIPOTECA,0.0,PERSONAL,B,16600,9.76
641,23,55000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,20000,12.53
642,25,55200,ALUGUEL,7.0,OUTRO,B,20000,
643,23,20004,HIPOTECA,6.0,PERSONAL,A,7125,6.99
644,23,57000,ALUGUEL,3.0,EDUCAÇÃO,D,20000,16.89
645,22,51012,ALUGUEL,1.0,PERSONAL,D,20000,17.49
646,23,20004,HIPOTECA,2.0,EDUCAÇÃO,E,2500,16.82
647,26,20004,HIPOTECA,4.0,MELHORIA DE CASA,B,3600,
648,22,58000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,20000,13.11
649,23,58800,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,A,20000,7.66
650,26,59000,ALUGUEL,10.0,MÉDICO,A,20000,6.17
651,26,53000,ALUGUEL,1.0,PERSONAL,E,20000,16.35
652,23,60000,ALUGUEL,7.0,MÉDICO,A,20000,7.9
653,24,54000,ALUGUEL,2.0,OUTRO,D,20000,16.49
654,21,20245,PRÓPRIO,5.0,OUTRO,A,3550,
655,26,20280,HIPOTECA,5.0,MELHORIA DE CASA,A,7000,8.0
656,24,60000,ALUGUEL,0.0,PERSONAL,B,20000,10.99
657,24,20352,PRÓPRIO,3.0,OUTRO,A,7750,6.91
658,25,54000,ALUGUEL,6.0,PERSONAL,B,20000,8.88
659,24,60000,ALUGUEL,8.0,OUTRO,A,20000,
660,23,54000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,D,20000,14.84
661,23,54000,ALUGUEL,2.0,PERSONAL,B,20000,11.12
662,22,60000,ALUGUEL,4.0,EDUCAÇÃO,A,20000,7.88
663,25,60000,ALUGUEL,2.0,EDUCAÇÃO,B,20000,
664,22,20400,HIPOTECA,6.0,EDUCAÇÃO,D,6000,15.99
665,24,20400,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5500,10.99
666,25,60000,ALUGUEL,9.0,EDUCAÇÃO,B,20000,
667,25,54000,ALUGUEL,1.0,PERSONAL,D,20000,15.65
668,24,54000,ALUGUEL,1.0,PERSONAL,E,20000,17.04
669,23,60000,ALUGUEL,3.0,EDUCAÇÃO,B,20000,12.21
670,21,20400,PRÓPRIO,2.0,EDUCAÇÃO,C,1275,15.23
671,25,54000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,D,20000,14.11
672,24,60000,ALUGUEL,0.0,PERSONAL,B,20000,11.14
673,21,20400,PRÓPRIO,5.0,MÉDICO,B,2400,11.49
674,24,60000,ALUGUEL,8.0,PERSONAL,D,20000,13.87
675,26,60000,ALUGUEL,3.0,MELHORIA DE CASA,B,20000,10.08
676,23,54504,ALUGUEL,1.0,PERSONAL,E,20000,16.7
677,24,55000,ALUGUEL,2.0,OUTRO,E,20000,18.64
678,24,61000,ALUGUEL,2.0,MELHORIA DE CASA,B,20000,12.18
679,22,20400,PRÓPRIO,0.0,CONSOLIDAÇÃO DE DÍVIDAS,D,3800,
680,25,62000,ALUGUEL,3.0,MÉDICO,A,20000,6.54
681,24,56000,ALUGUEL,3.0,EDUCAÇÃO,D,20000,14.61
682,21,56000,ALUGUEL,4.0,OUTRO,E,20000,17.39
683,24,62400,ALUGUEL,8.0,MELHORIA DE CASA,B,20000,11.12
684,25,62400,ALUGUEL,7.0,OUTRO,B,20000,11.48
685,25,63000,ALUGUEL,3.0,MÉDICO,B,20000,12.42
686,26,58000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,20000,10.25
687,23,65000,ALUGUEL,0.0,MÉDICO,B,20000,10.65
688,24,20800,PRÓPRIO,0.0,PERSONAL,D,5000,16.29
689,23,65000,ALUGUEL,0.0,MÉDICO,B,20000,10.37
690,23,65000,ALUGUEL,7.0,OUTRO,B,20000,11.49
691,24,20856,PRÓPRIO,,OUTRO,B,10000,10.59
692,25,20868,PRÓPRIO,0.0,OUTRO,C,5375,13.49
693,26,59000,ALUGUEL,3.0,PERSONAL,C,20000,
694,23,59000,ALUGUEL,7.0,EDUCAÇÃO,C,20000,12.29
695,21,21000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,D,3500,17.27
696,26,65004,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,20000,11.99
697,25,59004,ALUGUEL,1.0,PERSONAL,D,20000,14.84
698,23,59004,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,20000,10.83
699,23,65500,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,C,20000,13.22
700,22,66996,ALUGUEL,3.0,EDUCAÇÃO,B,20000,12.18
701,23,67000,ALUGUEL,0.0,MÉDICO,B,20000,11.11
702,24,67000,ALUGUEL,5.0,MELHORIA DE CASA,C,20000,13.48
703,26,68000,ALUGUEL,10.0,EDUCAÇÃO,B,20000,10.75
704,25,68000,ALUGUEL,4.0,PERSONAL,C,20000,12.53
705,24,62400,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,D,20000,14.84
706,23,69500,ALUGUEL,3.0,OUTRO,E,20000,17.74
707,25,70000,ALUGUEL,5.0,MELHORIA DE CASA,B,20000,9.99
708,22,70000,ALUGUEL,2.0,PERSONAL,A,20000,6.91
709,25,64000,ALUGUEL,0.0,MELHORIA DE CASA,E,20000,
710,25,71004,ALUGUEL,9.0,PERSONAL,D,20000,14.09
711,22,21000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,3000,11.49
712,23,71004,ALUGUEL,8.0,EDUCAÇÃO,D,20000,14.09
713,23,55392,ALUGUEL,3.0,MÉDICO,D,20000,15.2
714,24,72000,ALUGUEL,5.0,MÉDICO,B,20000,11.83
715,24,21000,OUTROS,4.0,PERSONAL,B,6000,12.21
716,23,66000,ALUGUEL,1.0,OUTRO,D,20000,14.11
717,22,66000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,D,20000,14.42
718,24,72000,ALUGUEL,4.0,MELHORIA DE CASA,D,20000,14.74
