idade,renda,propriedadeCasa,tempoEmprego,intensao,grau,valor,juros
26,21600,3,4,3,0,3000,6
23,84000,0,7,4,1,20000,11
25,84000,0,9,1,2,20000,13
23,21600,3,0,1,1,4400,12
21,21600,1,2,0,1,10000,11
24,78996,0,2,5,3,20000,14
23,85000,0,0,2,0,20000,7
25,85000,0,3,0,1,20000,10
26,73000,0,3,4,1,20000,12
21,21816,1,2,4,1,1500,11
23,21840,3,1,3,0,9000,7
25,85000,0,4,5,1,20000,11
24,21948,1,2,3,3,4000,11
22,87000,0,5,0,2,20000,13
23,21996,3,4,4,2,6000,13
22,90000,0,5,4,1,20000,11
23,78000,0,0,5,5,20000,18
24,90000,0,9,0,0,20000,6
23,90000,0,2,2,1,20000,11
26,90000,0,10,2,1,20000,11
22,22000,1,6,1,1,7000,11
23,90000,0,0,0,2,20000,13
25,91229,0,2,1,2,20000,14
26,22000,1,3,0,1,3825,10
22,92000,0,6,3,5,20000,15
22,22000,1,3,3,0,6500,11
25,22000,1,9,1,0,5875,6
25,92407,0,9,2,1,20000,9
22,22000,1,0,2,1,2400,11
24,22000,1,8,4,0,8000,5
26,93492,0,0,0,1,20000,9
23,22000,1,5,0,0,1550,7
22,94500,0,2,4,1,20000,11
23,83000,0,7,0,2,20000,11
23,95000,0,2,1,1,20000,10
24,95000,0,4,5,3,20000,11
21,22000,3,5,3,0,7350,7
23,96000,0,1,2,2,20000,13
22,22000,1,6,4,0,7200,7
22,85200,0,6,3,3,20000,15
22,98000,0,2,1,1,20000,11
24,22000,3,1,0,3,3000,16
23,99000,0,7,1,3,20000,15
21,22000,3,2,0,3,4000,15
22,22000,3,1,0,3,8500,15
24,99996,0,0,5,2,20000,14
25,87996,0,0,5,4,20000,16
26,22000,3,6,3,1,7500,10
25,100000,0,9,5,2,20000,13
25,100000,0,9,5,2,20000,13
25,22000,3,0,3,4,7500,11
23,22080,1,3,1,0,6700,11
22,74800,0,3,2,3,20000,14
23,74800,0,1,2,4,20000,17
22,100000,0,0,4,1,20000,12
25,22260,1,9,4,0,6400,7
26,22296,3,4,4,0,5400,5
26,104000,0,0,0,1,20000,10
23,93000,0,6,4,2,20000,13
23,95000,0,0,0,3,20000,14
25,108000,0,0,5,2,20000,11
25,96901,0,3,4,2,20000,11
23,110000,0,3,1,1,20000,12
22,110000,0,7,1,2,20000,14
22,110000,0,6,0,2,20000,13
24,110000,0,1,4,1,20000,10
23,110000,0,2,3,1,20000,11
22,22800,1,5,4,0,2000,7
22,22800,1,0,5,1,7125,11
23,22800,1,2,4,0,3000,8
25,85000,0,7,2,4,20000,17
23,22800,1,3,4,0,4800,5
22,22800,1,4,4,2,8300,12
23,120000,0,4,2,1,20000,10
24,22800,3,3,5,1,4750,11
24,121000,0,8,3,0,20000,8
23,125000,0,7,3,1,20000,11
22,22800,1,0,1,0,3000,8
25,130000,0,0,4,2,20000,15
26,130000,0,10,0,2,20000,13
23,22884,1,4,1,4,6000,16
24,133000,0,3,1,3,20000,12
22,23000,1,5,0,0,10625,7
21,23000,1,2,2,0,7000,8
25,140000,0,9,1,0,20000,6
24,138000,0,2,3,3,20000,15
23,23000,1,7,5,3,3600,17
26,148000,0,1,0,4,20000,17
22,160000,0,6,4,0,20000,7
22,23000,1,2,0,1,4800,10
26,160000,0,3,5,1,20000,9
26,168000,0,1,3,1,20000,11
26,172500,0,3,5,1,20000,11
21,23000,1,6,0,2,3000,13
25,175000,0,3,0,2,20000,14
25,23000,1,4,5,0,4400,6
25,58000,0,9,2,1,19900,11
26,116000,0,10,2,1,19800,11
26,19500,0,0,2,2,500,11
25,23000,1,4,4,2,10000,11
21,19000,0,0,1,2,700,12
22,23000,1,4,1,3,7000,14
25,19000,0,0,0,2,750,12
23,10000,0,4,4,1,1000,10
22,10000,0,0,5,3,1000,14
21,10140,0,4,5,2,1000,13
22,23000,1,1,1,0,2400,9
21,23000,2,0,1,1,2400,12
23,10500,0,4,2,1,1000,10
22,11220,0,4,2,2,1000,12
22,11760,0,0,3,2,1000,13
23,11820,0,4,0,2,1000,14
25,12000,0,0,1,1,1000,10
21,12000,0,1,1,2,1000,13
22,12000,0,0,4,2,1000,13
22,12240,0,1,4,3,1000,14
24,13728,0,4,0,1,1000,10
21,14400,0,1,3,3,1000,16
23,23040,3,0,3,1,2000,11
21,23040,3,1,3,3,5000,11
22,14400,0,2,3,4,1000,16
21,23040,3,0,1,0,15000,8
22,15000,0,0,2,3,1000,14
21,16000,0,2,3,3,1000,15
24,16800,0,4,3,1,1000,11
22,16800,0,2,1,2,1000,13
24,19200,0,2,1,1,1000,12
23,39600,0,5,1,1,19000,10
22,39900,0,4,3,1,19000,12
25,47000,0,4,2,1,19000,11
25,50000,0,2,5,1,19000,10
25,52000,0,5,2,1,19000,11
24,23500,1,2,0,1,7000,10
26,47500,0,10,4,4,19000,16
25,54000,0,8,0,2,19000,11
22,54000,0,6,3,0,19000,11
23,54586,0,5,4,1,19000,11
26,62004,0,5,2,0,19000,7
22,70000,0,1,2,1,19000,8
23,72000,0,3,2,1,19000,10
24,73000,0,8,5,1,19000,10
23,78000,0,2,3,0,19000,8
25,23920,1,0,2,3,6000,14
22,23964,3,4,3,1,2500,9
26,96000,0,6,4,2,19000,13
24,105000,0,2,5,2,19000,12
24,175000,0,1,4,1,19000,11
26,50000,0,10,4,1,18950,11
26,55000,0,7,0,0,18800,6
22,70000,0,2,0,1,18750,10
22,36500,0,0,3,0,18725,6
22,43000,0,4,0,1,18550,11
24,24000,3,0,3,1,7100,12
24,34300,0,4,2,1,18500,10
21,36000,0,3,1,2,18500,10
22,38000,0,2,2,0,18500,7
25,55784,0,2,0,2,18500,13
23,74196,0,2,1,1,18500,11
25,75000,0,0,1,0,18500,7
24,73000,0,0,5,0,18500,7
22,24000,3,5,2,1,8000,9
21,24000,1,0,3,0,3000,7
24,78000,0,1,3,5,18500,15
26,145000,0,3,1,2,18500,12
22,24000,1,5,1,0,5000,7
22,48888,0,1,4,2,18400,13
22,50000,0,2,0,1,18400,9
23,120000,0,7,4,0,18400,8
22,24000,1,1,3,2,5000,14
25,24000,1,0,0,2,6000,13
22,34000,0,0,3,1,18250,10
24,35004,0,3,4,1,18250,11
25,34500,0,1,3,4,18250,17
23,42504,0,0,2,1,18250,10
22,24000,1,4,3,0,1300,5
22,36996,0,2,4,3,18250,14
24,45600,0,2,3,2,18250,13
25,24000,1,4,0,0,5800,5
23,46000,0,6,4,1,18250,10
25,46000,0,8,0,2,18250,14
25,55044,0,4,3,4,18250,17
25,49200,0,4,3,3,18250,14
22,50000,0,6,0,4,18250,16
23,50000,0,4,3,1,18225,10
26,44000,0,0,5,3,18225,14
24,36000,0,4,3,1,18200,8
25,36400,0,2,4,1,18200,9
22,36000,0,6,0,1,18200,11
24,55000,0,4,1,1,18200,10
23,27000,0,2,3,2,18000,11
23,24000,3,2,1,3,8000,15
23,33000,0,4,3,1,18000,9
21,36000,0,4,4,1,18000,9
21,30720,0,5,1,2,18000,13
23,39996,0,2,1,1,18000,9
25,40000,0,2,2,2,18000,13
22,24000,1,2,0,1,5000,10
25,42000,0,3,3,0,18000,6
24,24000,1,3,2,0,8000,5
24,24000,3,1,1,0,2400,7
24,42765,0,9,0,2,18000,11
24,43000,0,9,2,0,18000,7
22,44000,0,7,1,2,18000,13
24,44000,0,6,3,1,18000,12
25,39000,0,3,2,4,18000,17
22,46800,0,6,2,2,18000,15
22,48000,0,5,1,1,18000,11
24,42000,0,8,5,3,18000,14
24,24000,3,5,3,0,4200,6
24,43400,0,2,0,4,18000,16
24,50000,0,1,2,1,18000,12
24,50000,0,4,3,0,18000,7
23,24000,1,2,2,3,5000,15
23,24000,3,4,4,1,4200,10
26,50000,0,5,1,2,18000,13
22,50000,0,6,3,2,18000,13
22,24000,3,3,1,1,2500,10
22,52000,0,6,1,2,18000,11
22,24000,3,1,2,2,6000,12
25,52000,0,2,3,2,18000,12
22,52000,0,1,3,2,18000,13
25,52526,0,9,3,1,18000,12
22,46610,0,6,0,1,18000,10
24,48000,0,5,4,0,18000,6
23,24000,3,0,4,0,8000,5
25,55000,0,2,1,2,18000,12
25,55344,0,2,5,1,18000,10
23,24000,1,5,2,1,1375,11
24,56000,0,2,1,2,18000,13
21,50000,0,2,1,3,18000,14
25,58000,0,6,3,2,18000,11
21,52240,0,5,2,4,18000,19
26,53000,0,2,3,4,18000,17
22,60000,0,3,1,3,18000,16
22,60000,0,0,1,1,18000,9
25,61500,0,1,1,2,18000,13
26,24000,1,10,2,0,5000,7
22,62000,0,0,2,2,18000,13
23,24000,1,1,1,1,5600,9
24,24000,3,2,3,0,10000,6
22,63000,0,0,3,1,18000,9
23,63000,0,1,1,1,18000,10
23,63000,0,2,1,2,18000,13
25,65000,0,8,3,0,18000,11
25,65000,0,9,5,2,18000,13
24,59000,0,1,5,3,18000,14
25,65000,0,8,5,2,18000,11
26,59000,0,2,3,4,18000,16
26,60000,0,2,5,3,18000,16
25,66000,0,9,1,1,18000,10
21,68000,0,4,1,1,18000,10
24,70000,0,1,5,1,18000,9
25,54400,0,10,2,4,18000,16
25,70200,0,9,1,4,18000,16
25,65000,0,3,4,3,18000,15
26,71820,0,10,0,1,18000,11
24,66000,0,2,4,3,18000,14
24,72000,0,4,3,0,18000,7
24,24000,3,3,1,2,3000,13
23,73500,0,7,1,0,18000,11
25,24000,1,0,3,3,1200,15
23,75000,0,7,1,2,18000,12
25,24000,1,2,4,3,3500,15
23,75576,0,7,1,1,18000,9
21,24000,3,2,2,1,7000,11
26,78000,0,6,1,2,18000,13
21,80000,0,6,3,0,18000,7
23,80000,0,5,3,0,18000,8
22,80000,0,1,1,1,18000,10
26,80171,0,3,5,2,18000,13
23,81000,0,7,2,2,18000,13
23,24000,1,1,0,3,2800,16
23,82000,0,7,2,0,18000,11
23,76500,0,3,0,1,18000,10
24,24000,1,4,1,3,8500,15
26,24000,1,5,4,2,2100,13
22,82570,0,6,3,2,18000,15
26,24000,1,1,5,1,6000,10
25,84000,0,5,5,1,18000,9
22,24000,1,6,2,0,2500,7
25,85000,0,0,1,1,18000,11
26,86000,0,10,3,0,18000,8
23,87000,0,2,1,1,18000,11
23,88000,0,1,1,2,18000,13
23,90000,0,4,4,1,18000,8
24,95000,0,3,0,0,18000,8
26,95000,0,9,5,3,18000,15
24,102000,0,8,1,2,18000,12
24,110000,0,4,0,1,18000,12
23,87550,0,7,2,0,18000,7
26,116004,0,6,3,1,18000,11
24,121000,0,8,4,5,18000,18
22,125000,0,3,2,2,18000,14
25,24000,3,4,2,1,5000,10
22,144500,0,5,0,2,18000,13
24,155000,0,8,1,1,18000,10
22,24000,3,6,2,1,5000,12
21,75000,0,3,1,2,17950,10
26,130000,0,2,4,0,17950,11
25,24000,3,0,2,0,7000,9
23,62050,0,1,2,4,17800,16
23,24000,3,1,1,1,1500,12
22,48000,0,0,0,2,17750,13
22,65000,0,6,0,1,17700,11
26,24000,1,5,4,1,8000,9
24,24000,1,3,1,2,8000,11
22,24000,1,2,1,3,3975,13
23,45000,0,1,0,0,17625,8
25,59256,0,4,2,2,17600,12
22,65500,0,4,1,1,17600,10
24,70000,0,1,5,1,17600,10
24,71480,0,8,5,5,17600,11
21,24000,1,2,1,1,5000,8
23,24091,1,5,4,2,3500,12
24,72250,0,5,2,4,17600,17
25,32400,0,1,5,3,17500,15
23,36000,0,2,3,2,17500,14
21,37232,0,3,2,1,17500,12
21,24300,3,3,2,1,4500,11
21,24396,1,2,3,3,4000,15
24,40800,0,6,2,1,17500,10
22,24449,3,2,3,1,1800,11
24,24468,3,4,5,1,5000,10
25,44000,0,6,1,1,17500,12
23,47500,0,5,2,2,17500,13
22,49176,0,7,2,2,17500,13
23,49270,0,7,0,2,17500,13
23,53352,0,3,3,0,17500,6
24,54996,0,7,1,4,17500,17
24,58000,0,5,1,2,17500,13
23,59000,0,1,1,1,17500,9
26,60000,0,10,3,0,17500,6
26,75000,0,4,4,0,17500,7
22,24900,1,1,2,2,5500,13
25,95950,0,2,5,1,17500,11
21,24960,1,0,4,2,2000,13
23,40000,0,2,1,1,17475,9
21,45408,0,3,0,1,17475,9
23,24996,1,4,1,1,5000,12
22,58000,0,0,1,0,17475,7
24,82000,0,7,4,1,17400,11
24,96000,0,1,0,1,17400,10
24,133000,0,5,1,1,17400,11
24,95000,0,8,4,3,17200,17
23,35000,0,6,1,1,17000,10
26,29400,0,1,5,2,17000,12
21,24996,3,3,1,3,7000,15
22,40000,0,1,0,1,17000,10
22,41400,0,2,2,2,17000,12
22,42000,0,5,0,0,17000,7
24,43275,0,4,2,2,17000,13
24,45792,0,3,0,1,17000,10
23,47000,0,8,0,1,17000,9
25,49896,0,7,1,4,17000,16
24,50000,0,3,4,2,17000,13
23,24996,3,1,4,3,4575,11
23,24996,3,1,1,1,8000,11
23,51000,0,7,4,0,17000,8
24,45000,0,4,1,3,17000,14
25,52000,0,9,2,2,17000,12
21,24996,3,5,2,2,6500,11
23,52000,0,3,0,1,17000,11
24,52500,0,3,5,1,17000,11
23,54660,0,6,2,1,17000,9
26,25000,3,0,3,2,7400,11
24,55782,0,3,0,0,17000,7
23,53000,0,8,4,1,17000,10
22,25000,3,1,2,2,2400,14
23,60000,0,3,4,1,17000,11
25,60000,0,3,4,0,17000,6
23,25000,3,4,2,2,4000,15
25,62000,0,3,3,0,17000,5
26,65000,0,0,3,2,17000,13
23,70000,0,1,4,1,17000,8
25,72000,0,4,2,0,17000,7
24,75000,0,0,0,1,17000,12
24,75000,0,8,1,1,17000,9
23,78000,0,5,2,1,17000,10
21,25000,1,2,3,1,3600,9
23,85500,0,1,1,2,17000,13
22,89004,0,7,0,0,17000,9
26,66300,0,0,2,3,17000,16
23,90000,0,7,1,1,17000,10
26,95000,0,10,1,1,17000,11
22,96000,0,6,4,1,17000,11
25,114000,0,3,1,1,17000,10
26,175000,0,2,3,1,17000,9
21,49000,0,2,4,3,16950,18
24,72000,0,0,0,0,16875,6
26,25000,1,10,2,0,7000,6
23,25000,3,5,2,0,7200,8
22,34819,0,2,4,1,16800,10
22,50000,0,1,2,1,16800,12
22,25000,1,4,1,0,1800,8
24,55000,0,8,2,1,16800,11
22,60000,0,2,2,2,16800,14
24,60000,0,8,1,0,16800,6
23,60000,0,0,2,2,16800,13
26,54000,0,3,2,3,16800,12
22,25000,1,0,5,1,3000,9
22,66000,0,6,2,2,16800,13
22,58650,0,6,2,3,16800,16
24,74000,0,1,5,3,16800,15
26,97000,0,11,5,1,16800,12
26,97000,0,4,2,0,16800,6
23,103000,0,4,0,2,16800,13
24,125000,0,8,3,1,16800,12
25,25000,3,5,5,2,2000,14
23,36000,0,2,2,3,16750,15
22,44500,0,1,0,1,16750,10
26,45000,0,10,2,2,16750,12
23,46272,0,7,0,1,16750,11
24,25000,1,1,2,1,4000,11
26,42000,0,0,5,3,16750,17
22,50496,0,6,2,2,16750,13
23,54000,0,7,3,2,16750,11
24,54000,0,0,4,6,16750,20
23,54996,0,4,1,1,16700,10
25,59160,0,0,5,4,16600,14
26,70000,0,9,2,2,16525,13
25,98400,0,4,4,3,16525,15
22,40428,0,4,2,1,16500,10
26,47000,0,0,2,0,16500,11
23,47000,0,5,3,1,16500,10
22,48000,0,6,2,0,16500,8
25,25000,3,2,3,0,1500,6
25,56000,0,0,5,3,16500,12
25,57504,0,2,5,0,16500,9
24,25000,1,3,3,0,9000,7
26,25000,3,7,3,0,11500,7
25,25000,3,3,1,0,3000,6
26,83300,0,2,2,3,16500,16
24,45000,0,1,4,2,16425,13
24,61000,0,3,5,1,16400,10
22,27600,0,2,0,1,16300,11
26,47000,0,5,4,1,16250,12
21,25000,1,6,4,0,1000,7
22,54000,0,3,0,1,16075,10
25,39000,0,1,5,4,16050,17
23,30000,0,1,1,2,16000,13
22,33000,0,1,3,1,16000,10
26,35000,0,2,1,0,16000,6
26,25000,1,0,2,3,6250,15
24,35000,0,2,2,1,16000,11
24,35500,0,3,4,0,16000,11
23,25000,1,0,4,2,4750,13
21,25000,1,4,3,2,2800,11
22,36900,0,5,3,0,16000,7
25,38000,0,8,2,2,16000,12
25,39000,0,6,3,3,16000,15
24,39996,0,1,2,1,16000,10
22,25000,3,1,3,1,6000,11
25,25000,3,1,3,2,4800,12
25,40000,0,3,1,1,16000,11
23,40000,0,3,1,2,16000,12
22,40000,0,1,1,1,16000,8
21,40000,0,0,1,1,16000,11
22,34000,0,0,1,3,16000,13
21,41900,0,2,3,2,16000,12
24,42494,0,7,3,1,16000,11
23,25000,1,4,2,0,5000,9
22,25000,3,1,4,0,11100,9
24,42856,0,8,0,0,16000,8
25,43000,0,3,3,1,16000,11
25,25000,3,7,2,1,1525,10
24,25000,1,3,0,0,7000,9
23,44000,0,7,1,0,16000,8
24,44000,0,8,2,0,16000,7
26,25000,1,1,3,2,12000,12
24,25000,1,1,2,0,6500,11
22,38400,0,4,3,2,16000,11
24,25000,1,2,0,0,10000,8
24,39000,0,2,0,4,16000,19
22,45000,0,6,0,1,16000,10
21,25000,3,0,2,1,8800,9
24,39000,0,2,5,2,16000,13
24,25040,1,1,3,0,5000,5
22,25062,3,4,0,3,4000,16
23,25100,3,7,1,3,10800,14
26,25104,3,0,0,3,5400,16
23,39000,0,1,4,1,16000,11
25,39000,0,9,2,3,16000,14
22,25200,1,2,4,0,7000,6
23,48000,0,2,1,1,16000,10
22,42000,0,0,3,3,16000,16
25,50000,0,3,3,3,16000,17
24,25200,3,1,2,2,3200,15
23,25200,1,4,2,0,1200,7
24,50000,0,6,5,2,16000,13
25,25200,3,5,5,3,1200,15
24,50000,0,8,3,1,16000,10
22,44000,0,1,1,4,16000,16
24,51000,0,8,2,2,16000,13
23,45000,0,7,2,4,16000,16
21,52000,0,5,4,3,16000,15
22,53000,0,2,1,0,16000,7
24,54000,0,6,0,0,16000,11
22,25200,1,7,2,2,4000,12
25,49000,0,2,0,2,16000,11
22,55000,0,6,3,2,16000,11
21,55000,0,5,0,0,16000,8
21,25200,1,0,4,2,6500,14
22,25200,1,1,4,2,7000,13
25,58000,0,9,4,0,16000,11
25,52000,0,9,1,2,16000,13
23,25200,3,3,1,1,1000,11
22,25200,1,0,2,1,1000,11
22,52500,0,1,2,1,16000,12
26,60000,0,10,0,0,16000,7
24,54000,0,0,5,3,16000,15
26,54000,0,2,3,3,16000,14
24,25344,1,5,2,3,4000,16
22,61000,0,3,3,2,16000,11
23,62000,0,7,3,0,16000,7
23,25480,1,7,4,1,5000,9
23,25500,1,2,0,2,7850,13
22,25500,1,0,3,0,7000,6
22,57175,0,6,5,5,16000,17
26,25500,1,8,5,2,5600,11
22,57336,0,6,2,3,16000,17
25,25568,1,7,1,2,12000,13
23,64000,0,2,4,1,16000,10
24,58575,0,2,2,5,16000,19
22,64800,0,1,1,1,16000,10
21,65000,0,5,4,1,16000,9
24,25632,1,4,1,1,1500,9
22,65000,0,6,2,0,16000,8
22,25788,3,2,3,1,3500,12
22,65000,0,6,4,0,16000,7
24,59000,0,2,2,4,16000,16
23,65000,0,7,4,3,16000,14
22,25920,1,7,3,1,11325,10
22,65000,0,6,0,2,16000,13
22,59000,0,4,2,4,16000,16
25,66000,0,6,5,1,16000,10
22,25992,2,6,0,1,3000,9
23,60996,0,0,5,4,16000,16
23,62500,0,4,0,3,16000,14
23,63000,0,0,1,3,16000,14
25,26000,1,3,1,1,3825,11
20,64000,0,3,3,3,16000,15
24,72000,0,8,4,2,16000,13
26,74000,0,4,5,3,16000,14
24,74337,0,8,4,1,16000,11
26,74999,0,4,5,3,16000,17
26,26000,1,7,5,1,7000,10
26,26000,1,4,5,1,12000,11
26,75000,0,1,3,1,16000,11
23,26000,1,3,0,1,7800,10
26,75000,0,2,4,2,16000,13
23,26000,1,7,2,0,5000,7
24,69000,0,2,0,1,16000,11
21,20000,0,2,0,2,1000,14
25,26000,3,4,1,0,10000,5
23,26000,3,7,4,1,2000,10
22,26000,1,4,4,1,4000,9
21,26000,3,5,1,0,6000,5
25,23712,0,9,2,1,1000,11
24,24000,0,1,4,4,1000,17
23,26000,1,0,5,4,10000,11
21,24000,0,0,2,1,1000,10
22,24000,0,3,0,2,1000,12
21,24960,0,0,1,2,1000,13
26,25000,0,1,2,2,1000,14
22,25000,0,3,0,3,1000,15
26,26000,3,0,0,4,8500,16
21,26000,1,5,2,3,14500,14
24,26000,1,8,2,0,7000,7
22,28000,0,0,5,3,1000,16
25,28000,0,6,0,0,1000,7
22,26000,1,2,1,0,2000,7
22,28000,0,6,5,1,1000,10
24,28000,0,8,2,1,1000,12
23,28600,0,7,1,0,1000,7
22,29000,0,4,3,0,1000,7
22,26000,1,6,3,2,17000,12
26,29000,0,2,2,0,1000,7
24,30000,0,0,1,0,1000,7
21,30000,0,0,1,1,1000,10
23,30000,0,4,3,0,1000,7
23,26000,1,2,3,4,7000,14
21,30000,0,0,0,0,1000,11
22,26000,1,3,4,1,500,10
26,30000,0,2,1,0,1000,9
25,26004,1,3,1,1,10000,9
22,26004,1,1,1,0,5000,5
25,30035,0,9,2,2,1000,12
26,26004,1,5,5,1,6000,11
22,26004,1,4,1,0,5000,7
25,33000,0,0,0,0,1000,7
21,33388,0,3,1,1,1000,10
22,26004,1,6,4,0,12000,7
21,26004,3,5,3,0,7500,11
26,26004,1,2,5,1,10000,11
23,33600,0,2,4,1,1000,10
25,33600,0,5,0,1,1000,11
23,34000,0,0,2,0,1000,7
23,34800,0,1,3,1,1000,11
25,34800,0,0,2,2,1000,13
22,35000,0,4,3,2,1000,11
25,35000,0,9,3,1,1000,11
26,29000,0,1,1,2,1000,11
24,35100,0,8,3,2,1000,13
22,35100,0,0,0,2,1000,13
24,26400,1,0,0,0,6000,8
23,36000,0,3,1,1,1000,10
22,36000,0,4,2,1,1000,9
22,36000,0,1,1,0,1000,8
25,26400,1,1,5,0,7500,8
22,36000,0,1,4,0,1000,7
23,31000,0,1,4,3,1000,14
25,32000,0,2,2,4,1000,19
26,38000,0,6,4,2,1000,15
24,32000,0,2,1,2,1000,13
23,38400,0,6,1,1,1000,11
22,26400,1,4,5,0,1550,11
21,38400,0,5,4,2,1000,14
25,33600,0,0,1,3,1000,15
24,39996,0,2,1,0,1000,7
22,40000,0,3,0,0,1000,7
23,40000,0,2,1,0,1000,6
24,40000,0,1,2,1,1000,10
22,26400,1,4,4,1,1000,11
25,26400,1,5,2,2,5975,12
23,40000,0,3,3,1,1000,10
24,40000,0,4,1,0,1000,6
21,34500,0,4,0,4,1000,16
22,40800,0,6,3,0,1000,6
22,42000,0,3,0,1,1000,9
24,42000,0,2,3,2,1000,13
23,43000,0,7,1,0,1000,7
25,26400,1,1,5,1,4000,10
21,45000,0,5,3,0,1000,7
24,45000,0,5,1,0,1000,7
23,45000,0,0,1,2,1000,14
25,40800,0,4,0,3,1000,15
22,48000,0,0,1,0,1000,7
21,42000,0,5,4,3,1000,15
25,49000,0,3,1,0,1000,7
21,50000,0,5,1,2,1000,13
26,26400,1,10,4,2,8500,13
22,26400,1,2,0,1,4400,11
26,50400,0,1,4,0,1000,5
23,51000,0,0,0,0,1000,7
26,54000,0,10,4,1,1000,11
22,56000,0,6,1,1,1000,11
22,58000,0,6,1,1,1000,11
26,64000,0,4,0,1,1000,10
21,26400,3,2,3,0,4000,7
23,69000,0,0,2,0,1000,7
24,70399,0,0,0,0,1000,8
22,72000,0,3,1,0,1000,7
25,26453,1,6,2,1,7200,11
23,75000,0,0,4,2,1000,13
24,87000,0,0,4,2,1000,13
21,26500,1,3,2,3,6000,14
26,96000,0,0,5,1,1000,10
23,38000,0,0,0,0,1075,11
23,26500,3,6,3,0,6000,8
23,14400,0,0,1,1,1100,11
25,35000,0,4,0,0,1100,6
23,77000,0,3,3,1,1150,10
24,9960,0,4,3,0,1200,7
24,26650,1,6,2,1,1000,12
23,11000,0,4,1,0,1200,6
21,26784,1,4,1,0,2000,6
24,13000,0,1,2,1,1200,11
22,14400,0,0,4,1,1200,10
22,26796,1,6,3,0,3000,8
24,14400,0,0,2,0,1200,7
21,14400,0,2,0,0,1200,7
23,15600,0,0,3,3,1200,14
22,26886,3,6,1,2,7500,11
21,16200,0,3,1,0,1200,7
25,16800,0,4,2,1,1200,10
24,18000,0,0,1,1,1200,11
21,27000,1,3,2,2,9600,13
23,20400,0,4,1,3,1200,18
23,27000,3,4,1,1,5000,10
23,27000,3,4,3,0,6400,7
23,20400,0,2,2,0,1200,7
22,21600,0,0,2,0,1200,5
22,27000,3,1,2,1,4800,11
23,27000,1,0,5,3,1000,15
23,26400,0,3,0,2,1200,14
22,27600,0,5,3,2,1200,13
22,28000,0,0,2,1,1200,12
22,27000,3,3,3,1,10800,10
21,30000,0,2,1,1,1200,9
26,27000,1,4,0,0,3000,5
22,27000,3,0,2,1,7750,10
26,30000,0,2,3,1,1200,10
22,31200,0,2,4,1,1200,12
23,31500,0,7,1,1,1200,8
24,32400,0,0,2,2,1200,13
23,27000,1,4,1,1,4000,9
22,27000,3,3,2,0,6000,6
23,33000,0,3,1,0,1200,8
21,34000,0,5,5,1,1200,12
26,34000,0,0,3,1,1200,9
22,34560,0,2,2,4,1200,19
22,29004,0,0,5,3,1200,15
26,27000,1,2,4,3,3025,15
23,36000,0,7,0,2,1200,13
24,36000,0,5,1,1,1200,11
23,36000,0,0,2,1,1200,10
21,40000,0,5,3,3,1200,15
22,34000,0,0,5,3,1200,14
25,40000,0,5,4,0,1200,8
25,43000,0,9,2,0,1200,8
25,43200,0,4,3,1,1200,9
24,27000,1,7,1,1,10000,11
24,27000,3,9,2,0,9475,8
22,44664,0,5,2,2,1200,12
23,39000,0,2,0,3,1200,15
25,48000,0,4,1,2,1200,12
22,27000,1,1,1,1,12000,11
22,27000,1,2,0,1,5000,12
25,55000,0,3,0,1,1200,11
23,58000,0,4,1,2,1200,15
23,58700,0,8,4,1,1200,11
24,27000,1,1,0,1,7500,10
25,60000,0,0,2,0,1200,7
23,60000,0,7,0,1,1200,11
22,100000,0,3,2,0,1200,8
24,9600,0,3,1,2,1300,12
26,41000,0,1,2,0,1300,7
24,45000,0,5,2,2,1300,13
26,50000,0,10,3,0,1300,6
22,54000,0,4,0,2,1300,14
25,27048,2,9,2,3,8000,15
24,64000,0,8,5,2,1300,13
25,89000,0,4,3,1,1300,10
25,24000,0,0,1,2,1325,13
24,26000,0,2,2,2,1325,12
24,44400,0,0,4,1,1325,10
26,27138,1,10,0,1,2750,9
25,51500,0,5,3,2,1325,14
21,23004,0,5,3,1,1350,9
25,42000,0,0,0,0,1350,5
22,69600,0,6,0,2,1350,12
24,10000,0,0,3,1,1400,10
22,27302,1,6,2,1,3725,12
23,14650,0,0,0,3,1400,15
23,27350,1,5,3,1,1925,11
24,27360,1,5,4,0,8000,7
24,27442,1,8,0,1,5175,10
25,27500,1,4,1,0,9000,7
24,30000,0,4,2,3,1400,15
25,30000,0,4,2,2,1400,13
23,27500,1,7,1,1,6300,11
22,33000,0,1,2,2,1400,14
26,40000,0,1,2,0,1400,7
26,40044,0,1,3,1,1400,11
21,27568,2,0,2,3,3500,14
26,35652,0,5,0,1,1400,11
26,45000,0,4,0,1,1400,10
24,27600,1,1,4,2,2000,14
26,27600,3,2,3,1,2500,11
24,27600,3,8,2,0,7000,7
23,42000,0,7,1,1,1400,10
25,27600,1,1,5,0,11500,6
22,27600,1,6,0,0,8400,7
24,27600,1,5,2,3,6000,15
24,125000,0,1,5,2,1400,11
21,10000,0,4,2,0,1450,7
24,21600,0,0,2,0,1450,11
23,30000,0,1,4,3,1450,15
24,47000,0,0,2,1,1450,10
23,27600,1,4,1,0,9800,7
26,55560,0,5,2,2,1450,14
22,101000,0,0,1,0,1475,5
24,27000,0,1,2,3,1500,16
22,27040,0,0,0,2,1500,12
25,27996,0,0,2,1,1500,11
23,28000,0,7,4,2,1500,14
